,date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,price
10786,2014-05-15,4.0,2.5,2710,5880,2.0,False,3,9,2710,0,1998,0,98092,47.3314,-122.17200000000001,370000.0
10787,2014-07-11,3.0,2.25,2090,10120,1.0,False,4,7,1290,800,1979,0,98058,47.4654,-122.17399999999999,339000.0
10788,2014-08-25,4.0,1.5,2220,4000,1.5,False,3,8,1970,250,1925,0,98105,47.6564,-122.325,785000.0
10789,2014-06-25,4.0,2.5,2760,6000,2.0,False,5,7,2230,530,1942,0,98115,47.6877,-122.295,760000.0
10790,2015-01-30,3.0,3.25,3020,6073,2.0,False,4,9,3020,0,1954,0,98112,47.6332,-122.29,1400000.0
10791,2014-09-16,3.0,1.5,1380,12196,1.0,False,4,7,1380,0,1967,0,98003,47.3204,-122.322,285000.0
10792,2014-05-27,5.0,3.0,2750,3800,1.5,False,5,7,1750,1000,1926,0,98115,47.6845,-122.31299999999999,525000.0
10793,2014-06-27,4.0,2.75,2790,5527,2.0,False,3,8,2790,0,2014,0,98045,47.4827,-121.773,483453.0
10794,2014-05-20,5.0,3.5,2800,5120,2.5,False,3,9,2800,0,1903,2005,98122,47.6059,-122.31,345600.0
10795,2014-06-04,2.0,1.0,1250,8100,1.0,False,4,7,1250,0,1947,0,98125,47.7294,-122.329,365000.0
10796,2014-09-29,3.0,1.0,1070,9497,1.0,False,3,7,1070,0,1955,0,98028,47.7425,-122.23,315000.0
10797,2014-05-05,3.0,1.75,1490,10125,1.0,False,4,7,1490,0,1962,0,98001,47.3075,-122.28399999999999,184000.0
10798,2015-04-08,3.0,1.75,1890,7560,1.0,False,3,8,1430,460,1973,0,98034,47.7322,-122.185,475000.0
10799,2014-06-16,4.0,2.0,1580,9581,1.0,False,3,7,1580,0,1953,0,98033,47.692,-122.165,410000.0
10800,2014-11-03,3.0,2.25,1450,13439,1.0,False,4,7,1180,270,1963,0,98003,47.2811,-122.29899999999999,265000.0
10801,2015-03-24,3.0,2.5,2000,7205,2.0,False,3,8,2000,0,1998,0,98003,47.3499,-122.302,325000.0
10802,2015-02-18,3.0,2.5,2000,22000,2.0,False,3,8,2000,0,1979,0,98075,47.59,-122.081,593700.0
10803,2014-10-15,3.0,1.5,1280,16738,1.5,False,4,5,1280,0,1932,0,98038,47.3895,-122.023,279000.0
10804,2014-06-10,4.0,2.5,1940,6206,2.0,False,3,7,1940,0,1990,0,98023,47.3063,-122.359,278500.0
10805,2014-05-14,3.0,1.5,1830,8000,1.0,False,4,7,1830,0,1957,0,98008,47.6017,-122.12200000000001,562000.0
10806,2014-06-17,3.0,2.5,2830,6536,2.0,False,3,9,2830,0,1989,0,98072,47.7462,-122.17200000000001,605500.0
10807,2014-07-03,4.0,2.5,2800,10786,1.0,False,3,8,1420,1380,1970,0,98008,47.5959,-122.116,605000.0
10808,2014-06-26,3.0,2.0,1660,3729,1.0,False,5,7,970,690,1922,0,98116,47.5741,-122.414,638000.0
10809,2015-04-27,4.0,1.75,2090,6485,1.0,False,3,7,1280,810,1956,0,98178,47.4958,-122.265,210000.0
10810,2014-12-05,5.0,2.25,3580,16789,2.0,False,5,9,3580,0,1966,0,98040,47.5364,-122.23899999999999,1406890.0
10811,2015-01-06,3.0,1.0,1550,12670,1.0,False,4,7,1550,0,1962,0,98056,47.5024,-122.169,240000.0
10812,2015-02-17,4.0,1.75,2440,7475,1.0,False,4,9,2040,400,1969,0,98052,47.6339,-122.096,675000.0
10813,2015-03-03,3.0,2.25,1670,107157,1.0,False,3,7,1670,0,2007,0,98022,47.2743,-122.009,425000.0
10814,2014-05-13,3.0,1.75,1580,11750,1.0,False,4,7,1180,400,1951,0,98118,47.5368,-122.265,575000.0
10815,2014-05-06,4.0,2.0,2680,18768,1.0,False,5,8,2680,0,1965,0,98001,47.3182,-122.279,360000.0
10816,2015-03-13,3.0,2.75,3180,3680,2.0,False,4,9,2190,990,1918,0,98126,47.577,-122.38,850000.0
10817,2014-09-25,3.0,2.0,1820,1358,3.0,False,3,9,1820,0,2014,0,98126,47.5433,-122.376,479950.0
10818,2014-10-20,4.0,2.25,2080,8000,1.0,False,3,8,1390,690,1964,0,98008,47.6264,-122.113,500000.0
10819,2014-05-21,4.0,2.0,1790,2250,1.0,False,4,7,840,950,1909,0,98103,47.6526,-122.345,475000.0
10820,2014-12-11,4.0,2.5,3700,4500,2.0,False,3,9,3700,0,2007,0,98028,47.7473,-122.23,650000.0
10821,2014-05-02,3.0,2.25,1580,16215,1.0,False,4,7,1580,0,1978,0,98024,47.5643,-121.897,335000.0
10822,2014-10-02,6.0,2.75,2830,10579,1.0,False,4,8,1430,1400,1967,0,98005,47.636,-122.171,705000.0
10823,2014-12-03,3.0,2.5,2320,5000,2.0,False,3,8,1620,700,1907,1993,98112,47.6278,-122.292,900000.0
10824,2014-05-14,3.0,1.75,1830,5120,1.5,False,5,8,1830,0,1903,0,98122,47.6051,-122.311,682000.0
10825,2015-01-07,3.0,2.5,2100,15120,1.0,False,4,8,2100,0,1953,0,98004,47.6201,-122.22200000000001,1150000.0
10826,2014-12-30,3.0,2.75,2700,22343,1.5,False,4,10,2700,0,1977,0,98040,47.5706,-122.209,1060000.0
10827,2014-10-29,5.0,3.0,3730,5500,1.5,False,3,7,2160,1570,1927,0,98102,47.6507,-122.32,979700.0
10828,2014-06-05,4.0,1.75,2000,6032,1.0,False,3,7,1300,700,1959,0,98146,47.5132,-122.389,453500.0
10829,2014-05-22,6.0,2.0,2040,10812,1.0,False,4,5,2040,0,1943,0,98056,47.4919,-122.181,300000.0
10830,2014-07-11,4.0,4.75,4575,24085,2.5,False,5,10,3905,670,1926,0,98112,47.6263,-122.28399999999999,2920000.0
10831,2014-09-19,2.0,1.0,920,5850,1.0,False,4,6,920,0,1900,0,98108,47.5441,-122.304,285000.0
10832,2014-09-18,3.0,2.0,2590,3750,1.5,False,5,7,1790,800,1904,0,98109,47.635,-122.353,885000.0
10833,2015-01-21,3.0,1.0,1150,8924,1.0,False,3,6,1150,0,1943,0,98030,47.3865,-122.21700000000001,120000.0
10834,2014-10-08,3.0,2.5,1420,1162,3.0,False,3,8,1420,0,2002,0,98103,47.6982,-122.34899999999999,349950.0
10835,2015-02-20,3.0,2.5,1830,8372,2.0,False,3,8,1830,0,1987,0,98023,47.3116,-122.4,236775.0
10836,2014-08-06,4.0,1.75,2540,7620,1.0,False,3,8,1320,1220,1948,0,98116,47.5709,-122.406,655000.0
10837,2014-09-11,2.0,1.75,1460,426450,1.0,False,5,7,960,500,1966,0,98022,47.2079,-121.96700000000001,390500.0
10838,2014-11-03,3.0,2.5,2820,5001,2.0,False,3,9,2820,0,2004,0,98029,47.5533,-121.992,690000.0
10839,2015-01-29,4.0,1.0,1220,5120,1.5,False,5,6,1220,0,1940,0,98022,47.205,-121.99600000000001,231000.0
10840,2014-07-23,2.0,1.0,1060,3325,1.5,False,4,6,770,290,1932,0,98115,47.6896,-122.307,344000.0
10841,2014-06-25,4.0,2.75,2890,6825,1.0,False,3,8,1560,1330,1973,0,98034,47.733999999999995,-122.182,585000.0
10842,2014-11-21,4.0,1.75,1880,4175,1.5,False,3,7,1090,790,1944,0,98107,47.6646,-122.36399999999999,475999.0
10843,2014-06-17,5.0,2.75,3010,12611,2.0,False,3,10,3010,0,1994,0,98052,47.696000000000005,-122.102,837700.0
10844,2015-04-14,3.0,2.0,1270,10713,1.0,False,4,7,1270,0,1969,0,98034,47.7247,-122.181,435000.0
10845,2014-10-10,3.0,1.5,1620,7500,1.0,False,4,8,1620,0,1949,0,98117,47.7014,-122.381,780000.0
10846,2014-10-13,4.0,3.5,4360,24603,2.0,False,3,12,4360,0,1998,0,98074,47.6035,-122.005,1450000.0
10847,2014-05-28,2.0,2.0,1700,3171,1.0,False,5,5,850,850,1927,0,98002,47.3025,-122.22399999999999,189000.0
10848,2014-06-16,2.0,1.75,1210,1040,2.0,False,3,8,1210,0,2014,0,98029,47.5519,-121.999,357186.0
10849,2015-03-26,5.0,2.5,3150,50094,2.0,False,4,9,3150,0,1969,0,98005,47.6387,-122.177,1003000.0
10850,2014-10-17,2.0,1.0,1120,3220,1.0,False,4,7,1120,0,1923,0,98103,47.6588,-122.344,500000.0
10851,2014-11-03,4.0,2.5,1320,7000,1.0,False,4,7,1320,0,1956,0,98008,47.6007,-122.12700000000001,455000.0
10852,2015-03-12,3.0,1.75,1260,1111,2.0,False,3,8,1260,0,2003,0,98029,47.5476,-122.005,350000.0
10853,2015-04-22,6.0,3.0,2400,9373,2.0,False,3,7,2400,0,1991,0,98002,47.3262,-122.214,300000.0
10854,2015-01-23,3.0,2.0,1440,4859,2.0,False,2,6,1440,0,1921,0,98118,47.5503,-122.285,509990.0
10855,2014-08-28,5.0,2.5,2760,11340,2.0,False,4,9,2760,0,1978,0,98059,47.4769,-122.141,380000.0
10856,2015-02-27,4.0,2.5,1970,2601,2.0,False,3,7,1440,530,1999,0,98144,47.5949,-122.30799999999999,499000.0
10857,2014-05-27,3.0,2.5,1658,2700,2.0,False,3,8,1658,0,2014,0,98198,47.3667,-122.307,263900.0
10858,2014-06-25,4.0,2.75,2720,4613,2.0,False,3,9,2720,0,2005,0,98028,47.7352,-122.223,594000.0
10859,2014-10-28,2.0,1.75,960,6200,1.0,False,4,7,960,0,1946,0,98136,47.5551,-122.396,400000.0
10860,2014-07-30,3.0,2.25,1210,1250,3.0,False,3,8,1210,0,2014,0,98107,47.6722,-122.384,520000.0
10861,2014-08-21,3.0,2.0,1920,33630,1.0,False,3,8,1920,0,1992,0,98056,47.4983,-122.167,352500.0
10862,2014-07-16,3.0,1.75,1240,4000,1.0,False,3,7,1240,0,1986,0,98055,47.4728,-122.191,259000.0
10863,2015-02-02,3.0,2.5,2260,8040,2.0,False,3,8,2260,0,1990,0,98092,47.3203,-122.184,335000.0
10864,2015-03-30,3.0,1.75,2770,15232,1.0,False,3,8,1570,1200,1976,0,98006,47.5706,-122.16,750000.0
10865,2015-05-05,4.0,2.5,2910,4356,3.0,False,3,8,2910,0,2010,0,98034,47.6705,-122.146,915000.0
10866,2015-04-28,4.0,2.25,1770,7778,2.0,False,3,7,1770,0,1998,0,98031,47.4192,-122.20100000000001,350000.0
10867,2014-08-26,2.0,1.0,1610,19965,1.0,False,3,7,1610,0,1952,0,98168,47.5095,-122.31299999999999,255000.0
10868,2015-02-18,0.0,2.5,1490,7111,2.0,False,3,7,1490,0,1999,0,98065,47.5261,-121.82600000000001,320000.0
10869,2015-03-24,6.0,2.0,3560,5120,2.5,False,3,9,3560,0,1900,0,98122,47.6056,-122.311,835000.0
10870,2014-09-10,3.0,1.75,1550,7820,1.0,False,4,7,1210,340,1981,0,98034,47.717,-122.163,440000.0
10871,2014-12-05,3.0,1.0,1280,6726,1.0,False,3,6,1280,0,1958,0,98144,47.5724,-122.301,299500.0
10872,2014-07-08,3.0,2.5,3490,8343,2.0,True,4,9,2150,1340,1939,1991,98125,47.7265,-122.281,1675000.0
10873,2014-10-02,3.0,2.5,1570,2865,2.0,False,3,7,1570,0,2003,0,98118,47.5412,-122.288,315000.0
10874,2014-06-17,4.0,3.75,4100,22798,1.5,False,5,11,2540,1560,1934,1979,98040,47.5648,-122.21,2027000.0
10875,2014-08-12,4.0,3.5,4170,4322,2.0,False,3,9,2940,1230,2005,0,98074,47.6136,-122.041,810000.0
10876,2014-07-16,4.0,3.25,3250,5478,2.0,False,3,9,3250,0,2014,0,98065,47.5178,-121.887,699188.0
10877,2014-10-15,3.0,1.75,1220,7370,1.0,False,4,7,1220,0,1964,0,98008,47.6334,-122.12,500000.0
10878,2014-09-04,3.0,1.5,1950,7620,1.0,False,4,7,1010,940,1956,0,98166,47.4594,-122.346,275000.0
10879,2014-12-26,4.0,1.5,1430,4163,1.5,False,3,7,1430,0,1910,0,98199,47.6606,-122.397,575000.0
10880,2014-06-30,4.0,2.5,3670,7680,2.5,False,3,10,3670,0,2007,0,98029,47.5401,-121.993,950000.0
10881,2015-05-06,3.0,2.25,1960,1985,2.0,False,3,7,1750,210,2003,0,98118,47.5417,-122.289,330000.0
10882,2015-04-17,2.0,2.5,1450,1281,2.0,False,3,8,1220,230,2006,0,98105,47.665,-122.285,590000.0
10883,2014-09-17,3.0,1.5,1690,6010,1.0,False,3,7,1230,460,1946,0,98115,47.6955,-122.291,440000.0
10884,2015-02-05,2.0,1.0,1060,4228,1.0,False,3,7,860,200,1906,0,98112,47.6231,-122.29299999999999,515000.0
10885,2015-04-27,3.0,1.0,1220,5038,1.0,False,5,6,1220,0,1942,0,98056,47.496,-122.189,250000.0
10886,2014-05-14,3.0,2.0,2090,42689,1.5,False,3,7,2090,0,1959,1998,98010,47.3497,-121.944,499000.0
10887,2014-10-29,4.0,2.25,2620,33578,2.0,False,3,7,2620,0,1977,0,98075,47.5921,-122.01299999999999,535000.0
10888,2015-03-11,4.0,2.25,2190,9009,2.0,False,4,8,1840,350,1977,0,98033,47.6916,-122.18799999999999,730000.0
10889,2015-04-01,2.0,1.0,1250,9270,1.0,False,4,7,1250,0,1948,0,98133,47.7284,-122.339,370037.0
10890,2014-12-04,3.0,2.25,1750,12408,1.0,False,5,7,1150,600,1962,0,98155,47.7509,-122.3,456150.0
10891,2014-09-03,3.0,2.5,1690,3827,2.0,False,3,7,1690,0,2005,0,98053,47.6768,-122.029,449000.0
10892,2015-01-21,3.0,2.5,3240,12625,2.0,False,3,11,3240,0,1987,0,98040,47.5327,-122.23200000000001,1288000.0
10893,2015-02-04,3.0,2.25,1640,8625,1.0,False,3,8,1320,320,1987,0,98052,47.6772,-122.15299999999999,580000.0
10894,2014-10-13,4.0,2.25,2480,6000,2.0,False,3,10,2380,100,1929,0,98199,47.6392,-122.406,979700.0
10895,2014-08-21,4.0,1.75,2740,10086,1.0,False,3,7,1440,1300,1972,0,98168,47.5112,-122.329,350000.0
10896,2015-04-17,5.0,2.75,3020,9187,2.0,False,3,9,3020,0,2007,0,98033,47.6806,-122.167,880000.0
10897,2015-05-04,3.0,2.5,2070,8581,2.0,False,3,8,2070,0,1994,0,98059,47.5101,-122.15100000000001,470000.0
10898,2015-03-12,4.0,3.75,5300,37034,2.0,False,3,11,5300,0,1989,0,98077,47.7283,-122.07600000000001,1150000.0
10899,2015-01-07,4.0,2.5,2430,6099,1.0,False,5,8,1470,960,1965,0,98115,47.6777,-122.287,760000.0
10900,2014-09-02,3.0,1.75,1770,6000,1.0,False,3,7,1130,640,1952,0,98125,47.7135,-122.315,420000.0
10901,2015-03-23,4.0,2.25,2060,44431,2.0,False,3,7,2060,0,1988,0,98077,47.744,-122.046,500000.0
10902,2014-07-09,4.0,2.25,2380,17199,2.0,False,3,8,1530,850,1979,0,98028,47.7668,-122.27,470000.0
10903,2015-03-18,5.0,1.5,1940,4800,2.0,False,3,8,1940,0,1905,0,98103,47.6845,-122.33200000000001,780000.0
10904,2015-03-20,4.0,1.75,2320,7500,1.0,False,3,7,1220,1100,1955,0,98133,47.7574,-122.34299999999999,410000.0
10905,2014-12-17,3.0,2.0,1560,1156,3.0,False,3,8,1560,0,2014,0,98122,47.605,-122.304,500000.0
10906,2015-01-16,5.0,2.5,1900,9460,1.0,False,3,7,1190,710,1969,0,98034,47.7096,-122.20200000000001,450000.0
10907,2014-07-14,3.0,1.0,1640,4000,1.5,False,5,7,1640,0,1909,0,98103,47.6563,-122.351,716100.0
10908,2014-05-07,5.0,1.5,1500,7112,1.0,False,5,6,760,740,1920,0,98166,47.4692,-122.35,265000.0
10909,2014-07-18,3.0,2.5,3160,13603,2.0,False,3,8,3160,0,2003,0,98019,47.7443,-121.977,488000.0
10910,2014-07-14,4.0,3.5,2210,7597,1.0,False,4,9,1550,660,1977,2006,98004,47.5816,-122.197,1100000.0
10911,2014-06-24,3.0,2.25,1670,7881,1.0,False,4,7,1190,480,1977,0,98031,47.4105,-122.18,252000.0
10912,2014-08-26,4.0,2.5,2890,15067,2.0,False,3,9,2890,0,2003,0,98024,47.5666,-121.90700000000001,515000.0
10913,2015-03-23,3.0,2.5,2320,5284,2.0,False,3,8,2320,0,2004,0,98075,47.591,-122.01700000000001,650000.0
10914,2015-03-30,3.0,2.5,3340,70131,2.0,False,3,9,2420,920,1994,0,98022,47.2666,-122.015,485000.0
10915,2015-03-31,3.0,1.75,1430,7210,1.0,False,3,7,1430,0,1975,0,98031,47.4189,-122.16799999999999,257000.0
10916,2015-03-17,2.0,1.75,1930,4601,1.0,False,3,8,1930,0,2006,0,98053,47.7196,-122.022,558000.0
10917,2014-09-02,3.0,1.75,1600,14250,1.0,False,3,7,1070,530,1979,0,98023,47.3272,-122.355,316500.0
10918,2014-10-07,3.0,3.0,1370,1001,3.0,False,3,8,1370,0,2009,0,98133,47.7302,-122.355,327000.0
10919,2015-02-18,3.0,1.0,1760,6927,1.0,False,3,7,1050,710,1962,0,98011,47.7623,-122.2,444950.0
10920,2014-08-14,5.0,3.75,4960,13990,2.0,False,3,11,3760,1200,2001,0,98006,47.5491,-122.137,1355000.0
10921,2014-11-24,5.0,2.75,3460,7977,2.0,False,3,9,3460,0,2011,0,98074,47.5908,-122.06200000000001,858450.0
10922,2014-09-02,3.0,2.5,1830,2839,2.0,False,3,8,1830,0,1999,0,98074,47.6022,-122.021,410000.0
10923,2014-08-14,3.0,1.75,1320,10454,1.0,False,4,7,1320,0,1968,0,98002,47.2844,-122.21600000000001,249950.0
10924,2015-01-05,4.0,3.75,2890,4164,2.0,False,3,9,2240,650,2013,0,98033,47.676,-122.197,1100000.0
10925,2014-06-27,1.0,1.0,690,1950,1.0,False,3,6,690,0,1928,0,98117,47.6849,-122.374,280000.0
10926,2014-07-17,4.0,1.0,1270,6459,1.5,False,3,7,1270,0,1918,0,98118,47.5441,-122.273,226000.0
10927,2014-12-11,3.0,2.25,1620,6415,2.0,False,4,7,1620,0,1989,0,98038,47.3577,-122.038,275000.0
10928,2014-09-08,2.0,1.0,1530,6450,1.0,False,4,7,1530,0,1920,0,98117,47.6833,-122.398,590000.0
10929,2014-08-26,4.0,2.75,3470,212639,2.0,False,3,7,2070,1400,1993,0,98019,47.7066,-121.96799999999999,598600.0
10930,2014-06-17,2.0,2.25,1230,932,2.0,False,3,8,1020,210,2004,0,98112,47.6192,-122.301,479000.0
10931,2014-06-26,3.0,1.75,1580,6620,1.0,False,3,7,1580,0,1988,0,98003,47.2798,-122.303,279900.0
10932,2015-03-31,3.0,2.5,2000,35438,2.0,False,3,7,2000,0,1968,2005,98027,47.4733,-121.994,430000.0
10933,2014-11-12,6.0,1.75,2120,3801,1.5,False,4,7,1220,900,1925,0,98115,47.6832,-122.311,493000.0
10934,2014-08-27,1.0,1.0,1090,5250,1.0,False,3,6,980,110,1927,0,98117,47.6999,-122.391,375000.0
10935,2014-07-15,4.0,2.0,2440,9600,1.0,False,5,7,1220,1220,1963,0,98031,47.4142,-122.179,274700.0
10936,2014-10-24,3.0,1.5,1180,7000,1.0,False,4,7,1180,0,1977,0,98023,47.2959,-122.37299999999999,193000.0
10937,2014-05-21,3.0,2.0,1470,1691,2.0,False,3,8,1000,470,2007,0,98115,47.6743,-122.316,540000.0
10938,2015-03-04,3.0,4.0,4200,30120,2.0,False,4,11,3600,600,1933,0,98112,47.6379,-122.311,2225000.0
10939,2014-11-18,3.0,1.75,1290,7205,1.5,False,3,7,1290,0,1971,0,98034,47.7329,-122.23700000000001,365000.0
10940,2014-07-18,2.0,1.0,1010,4000,1.0,False,3,7,1010,0,1947,0,98136,47.5311,-122.382,337000.0
10941,2015-04-28,4.0,2.75,1300,9638,1.0,False,2,7,1300,0,1983,0,98042,47.3683,-122.109,273500.0
10942,2015-02-26,3.0,1.75,1510,8400,1.0,False,2,7,980,530,1979,0,98045,47.4476,-121.771,322000.0
10943,2014-07-24,5.0,2.75,3000,25175,1.0,False,4,7,1500,1500,1961,0,98027,47.497,-122.088,379000.0
10944,2015-04-17,4.0,1.75,1370,9993,1.0,False,3,6,1370,0,1918,0,98028,47.7572,-122.228,325000.0
10945,2015-01-13,3.0,1.75,1540,6930,1.0,False,3,7,1250,290,1944,0,98115,47.6782,-122.27799999999999,630000.0
10946,2014-09-12,3.0,2.5,1400,4800,1.0,False,3,7,1200,200,1921,0,98117,47.6865,-122.37899999999999,340000.0
10947,2014-05-13,7.0,4.0,3440,8100,2.0,False,3,7,3440,0,1970,0,98103,47.6981,-122.34899999999999,550000.0
10948,2015-02-18,5.0,2.25,3120,10400,2.0,False,3,8,3120,0,1980,0,98023,47.3097,-122.34,341500.0
10949,2014-07-24,4.0,2.5,2240,7540,1.0,False,3,8,1540,700,1962,0,98115,47.6965,-122.30799999999999,654000.0
10950,2014-10-13,3.0,2.5,3110,217800,2.0,False,3,9,3110,0,2001,0,98092,47.3281,-122.124,559000.0
10951,2014-12-12,3.0,2.5,2056,3564,2.0,False,3,7,2056,0,2014,0,98092,47.338,-122.181,303000.0
10952,2014-07-11,3.0,2.5,1650,4725,2.0,False,3,8,1650,0,2011,0,98038,47.3548,-122.055,299000.0
10953,2014-10-07,3.0,1.5,960,4600,1.0,False,3,6,960,0,1944,0,98033,47.6937,-122.213,500000.0
10954,2015-02-04,4.0,2.5,3220,18618,2.0,False,3,10,3220,0,1991,0,98056,47.5326,-122.181,710000.0
10955,2015-02-02,2.0,1.5,1000,1188,3.0,False,3,8,1000,0,2005,0,98115,47.6823,-122.32700000000001,424950.0
10956,2014-06-12,3.0,1.75,2110,11250,1.0,False,4,8,2110,0,1961,0,98040,47.5402,-122.21600000000001,743000.0
10957,2014-07-09,3.0,1.5,1940,9887,1.0,False,4,7,1140,800,1969,0,98003,47.3289,-122.32700000000001,232500.0
10958,2015-05-05,3.0,2.5,1800,3933,2.0,False,3,8,1800,0,1989,0,98029,47.5746,-122.009,517500.0
10959,2015-02-11,3.0,1.0,1650,10075,1.0,False,3,7,1170,480,1955,0,98177,47.7695,-122.359,355000.0
10960,2014-12-01,3.0,1.75,1370,10050,1.0,False,4,7,1370,0,1966,0,98023,47.3338,-122.34100000000001,268000.0
10961,2015-03-07,4.0,2.5,2040,16200,2.0,False,3,8,2040,0,1997,0,98019,47.7366,-121.958,475000.0
10962,2014-09-18,3.0,2.5,2420,4725,2.0,False,3,8,2420,0,2014,0,98038,47.371,-122.01799999999999,369946.0
10963,2014-10-28,3.0,2.5,4040,147856,2.0,False,3,9,4040,0,2004,0,98092,47.2711,-122.06700000000001,760000.0
10964,2014-06-23,3.0,3.25,1630,1677,3.0,False,3,8,1630,0,2007,0,98133,47.7048,-122.353,385000.0
10965,2014-08-04,3.0,1.75,1560,7930,2.0,False,4,7,1560,0,1980,0,98059,47.4779,-122.161,360000.0
10966,2014-06-20,5.0,4.0,3366,7800,2.5,False,3,8,2966,400,1937,0,98199,47.6466,-122.391,1300000.0
10967,2014-07-25,3.0,2.25,1420,983,3.0,False,3,8,1420,0,2006,0,98103,47.6533,-122.346,500000.0
10968,2014-06-25,4.0,1.5,1880,6200,1.0,False,5,8,1440,440,1954,0,98146,47.5035,-122.384,680000.0
10969,2014-06-06,4.0,2.5,2560,5593,2.0,False,3,7,2560,0,2001,0,98053,47.6886,-122.037,600000.0
10970,2014-10-28,3.0,2.0,2190,5400,1.0,False,5,7,1260,930,1952,0,98107,47.6737,-122.4,769950.0
10971,2014-09-05,3.0,2.0,1380,3500,2.0,False,3,7,1380,0,1971,0,98118,47.5558,-122.27,275000.0
10972,2014-12-15,2.0,1.5,1200,6380,1.0,False,3,7,1200,0,1929,0,98115,47.696999999999996,-122.319,365000.0
10973,2015-02-09,3.0,2.5,2710,5733,2.0,False,3,7,2710,0,2003,0,98092,47.3357,-122.171,275000.0
10974,2014-06-22,4.0,2.5,2380,13550,2.0,False,3,7,2380,0,1999,0,98188,47.4486,-122.288,330000.0
10975,2014-10-02,3.0,2.5,1400,3368,2.0,False,3,7,1400,0,2013,0,98146,47.5134,-122.34200000000001,265000.0
10976,2014-09-03,4.0,3.0,3150,9318,2.0,False,3,9,3150,0,2001,0,98075,47.5959,-122.01799999999999,705000.0
10977,2014-05-19,5.0,1.75,1250,10530,1.0,False,4,7,1250,0,1966,0,98007,47.6101,-122.13799999999999,462000.0
10978,2014-12-10,3.0,2.5,1790,2375,3.0,False,3,8,1790,0,2007,0,98107,47.6726,-122.38,670950.0
10979,2014-05-19,5.0,1.5,2120,7700,1.5,False,5,7,2120,0,1962,0,98058,47.4599,-122.17200000000001,290000.0
10980,2014-05-28,4.0,3.5,3910,8095,2.0,False,3,9,3130,780,2007,0,98029,47.5588,-122.036,782000.0
10981,2014-07-28,2.0,1.75,1530,7020,1.0,False,3,7,1030,500,1942,0,98199,47.6465,-122.395,469775.0
10982,2014-08-26,3.0,2.5,2340,35021,1.0,False,3,9,2340,0,1986,0,98038,47.3988,-122.02799999999999,525000.0
10983,2014-05-14,4.0,2.25,2060,5649,1.0,False,5,8,1360,700,1941,0,98199,47.6496,-122.40700000000001,715000.0
10984,2014-05-05,4.0,3.0,3690,9892,2.0,False,3,10,3690,0,1998,0,98075,47.5937,-121.98200000000001,865000.0
10985,2014-11-13,2.0,2.5,1680,975,3.0,False,3,9,1680,0,2009,0,98119,47.6321,-122.361,840000.0
10986,2014-05-23,3.0,1.5,1110,9762,1.0,False,4,7,1110,0,1963,0,98052,47.676,-122.15,416000.0
10987,2014-07-08,4.0,2.25,2600,6390,1.0,False,3,8,1390,1210,1978,0,98023,47.3174,-122.366,245000.0
10988,2015-04-16,4.0,2.25,2420,11120,1.0,False,4,8,1620,800,1952,0,98146,47.4954,-122.366,750000.0
10989,2015-04-28,3.0,1.75,1870,8250,2.0,False,3,7,1870,0,1956,1979,98188,47.445,-122.285,355000.0
10990,2015-03-04,2.0,2.0,1250,7543,1.0,False,3,7,1250,0,1962,0,98198,47.4051,-122.296,163000.0
10991,2014-08-15,3.0,1.75,1740,3060,1.0,False,5,8,950,790,1930,2014,98115,47.6816,-122.31,733000.0
10992,2014-06-04,3.0,1.0,1070,7140,1.0,False,3,7,1070,0,1989,0,98118,47.5427,-122.288,327500.0
10993,2015-03-30,6.0,3.5,3000,6320,2.0,False,3,8,2400,600,1969,0,98118,47.562,-122.279,680000.0
10994,2015-03-04,3.0,2.5,2650,7286,2.0,False,3,8,2650,0,1990,0,98059,47.5084,-122.154,446500.0
10995,2015-01-30,3.0,1.75,1670,12075,1.0,False,3,7,1370,300,1958,0,98155,47.7681,-122.307,418000.0
10996,2015-04-14,5.0,3.0,2270,5001,1.0,False,3,7,1360,910,1989,0,98108,47.5539,-122.3,310000.0
10997,2015-04-30,4.0,3.25,5180,49936,2.0,False,4,10,5180,0,1991,0,98053,47.6676,-122.069,1237500.0
10998,2014-07-15,2.0,1.0,1060,8000,1.0,False,3,6,1060,0,1941,0,98168,47.5088,-122.333,205000.0
10999,2014-12-03,4.0,4.25,6410,43838,2.5,False,4,12,5610,800,1906,0,98144,47.5703,-122.28,2725000.0
11000,2014-10-01,2.0,2.0,1650,6840,1.5,False,5,7,1650,0,1916,0,98103,47.6512,-122.338,705000.0
11001,2014-08-18,3.0,1.75,1550,7410,1.5,False,5,7,1550,0,1944,0,98178,47.4951,-122.23700000000001,280000.0
11002,2015-01-27,4.0,3.75,3810,9916,2.0,False,3,11,3810,0,1989,0,98040,47.5739,-122.234,1575000.0
11003,2015-04-13,2.0,1.0,720,8914,1.0,False,3,6,720,0,1949,0,98188,47.4488,-122.274,179000.0
11004,2014-07-11,4.0,2.0,1790,7800,1.0,False,5,8,1790,0,1972,0,98008,47.6266,-122.103,570000.0
11005,2015-04-13,2.0,2.25,1100,1114,2.0,False,3,8,900,200,2009,0,98122,47.6199,-122.304,574000.0
